PID,Type,SMILES,H2,CO2,O2,N2,CH4
Perm804,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,,6.74,1.53,0.276,0.25
Perm805,Polyarylates,[H]C1=CC(=CC(C(C)C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C,41.4,16.1,5.03,1.079,1.43
Perm806,Polyarylates,[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC=C2)C(=O)O*)C([H])=C1,,2.5,0.46,0.076,0.044
Perm807,Polyarylates,[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC=C(C=C2)C(=O)O*)C([H])=C1,,5.8,1.12,0.23,0.17
Perm808,Polyarylates,[H]C1=CC(=CC(C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(C)=C1,27.1,8.0,2.37,0.393,0.4
Perm809,Polyarylates,[H]C1=CC(=CC([H])=C1O*)C(C)(C)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,41.9,24.2,5.95,1.1835,1.43
Perm810,Polyarylates,[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1)(C(F)(F)F)C(F)(F)F,86.7,56.9,15.7,3.72,3.47
Perm811,Uncategorised,[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1)(C(F)(F)F)C(F)(F)F,37.3,19.1,5.23,1.11,0.799
Perm812,Polyarylates,[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,63.1,36.8,9.55,1.935,2.377
Perm813,Uncategorised,[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1,26.1,10.3,3.03,0.556,0.616
Perm814,Uncategorised,[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,41.3,23.8,5.6,1.06,1.16
Perm815,Polyarylates,[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,,23.8,5.6,1.09,1.16
Perm816,Polyarylates,[H]C1=CC(=CC=C1OC(=O)C1=CC=C(C=C1)C(=O)O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C=C1,,11.7,2.15,0.41,0.47
Perm817,Polyimides_NEW,[H]C1=CC(OC2=CC=C(C=C2)C2(OC(=O)C3=CC=CC=C23)C2=CC=C(OC3=CC=C(C([H])=C3)N3C(=O)C4=C(C=C(C=C4)C(C4=CC5=C(C=C4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)C3=O)C=C2)=CC=C1*,,16.5,4.835,0.965,0.455
Perm818,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=C(F)C=C1,11000.0,26000.0,6600.0,5100.0,12000.0
Perm819,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC(F)=C1,5000.0,9200.0,2700.0,1700.0,4200.0
Perm820,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC=C1,9900.0,18000.0,5900.0,4200.0,11000.0
Perm821,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(Br)C=C1,8700.0,17000.0,5000.0,3500.0,9300.0
Perm822,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)C(C)(C)C,6300.0,11000.0,3500.0,2500.0,6600.0
Perm823,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,1100.0,1900.0,470.0,210.0,550.0
Perm824,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(F)C=C1,11000.0,21000.0,6200.0,4700.0,11000.0
Perm825,Substituted Polyacetylenes,[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=CC=C1,8100.0,17000.0,4800.0,3300.0,9100.0
Perm826(ladder),Polymers with High Free Volume,[H]C1=CC2=C(C=C1C(C)(C)C)C1(C3=C2C=C(O*)C(O*)=C3)C2=C(C=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)C2=C1C=C(C([H])=C2)C(C)(C)C,5150.0,13200.0,2310.0,815.0,1702.5
Perm827(ladder),Polymers with High Free Volume,[H]C1=CC2=C(C=C1C)C1(C3=C(C=C([H])C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,4430.0,8505.0,1510.0,380.0,582.5
Perm828(ladder),Polymers with High Free Volume,[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C(O*)C(O*)=C3)C1=C2C=C2OC3=C(OC2=C1)C(C#N)=C(*)C(*)=C3C#N,4415.0,7875.0,1392.5,341.0,563.0
Perm829(ladder),Polymers with High Free Volume,[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C([H])C([H])=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,3260.0,5630.0,953.0,213.75,317.0
Perm830,Substituted Polyacetylenes,[H]C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)CCCCCCCC,,170.0,34.0,11.0,
Perm831(ladder),Polymers with High Free Volume,[H]C1=CC=C(C=C1)C1=C(C2=CC=C([H])C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C([H])C=C2)C(C2=CC=C([H])C=C2)=C1C1=CC=C(O*)C(O*)=C1,1000.0,2390.0,340.0,107.0,192.0
Perm832,Polyimides and Polypyrrolones,[H]C1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,,4.73,0.69,0.08,0.08
Perm833,Polynorbornenes,[H]C1CC(*)CC1\C=C\*,21.0,15.4,2.8,1.5,2.5
Perm834,Polyamides_NEW,[H]N(*)C(=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)C(=O)N([H])C1=C(C)C2=C(C=C1C)C1C3=C(C=CC=C3)C2C2=C1C=C(C)C(*)=C2C)(C(F)(F)F)C(F)(F)F,212.0,121.0,27.5,5.8,
Perm835,Polyimides and Polypyrrolones,[H]N1C2C=CC(*)=CC2C2=C1C=CC(=C2)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,58.1,17.1,4.49,0.724,0.303
Perm836,Vinyl and Vinylidene Polymers,[O-]S(=O)(=O)C1=CC=C(C=C1)C(*)C*,10.85,4.15,0.845,0.101,0.1195
Perm837,Polyimides_NEW,*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,23.1,1.548,0.437,0.025,0.017
Perm838,Polyimides_NEW,*CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,54.5,5.25,1.199,0.165,0.113
